dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
164286,"조심2015서5536","심판","취소","청구인과 ◎◎◎◎해양 등이 특수관계인에 해당하지 않는다는 청구주장의 당부","청구인은 개인이므로 먼저 상증세법 시행령 제12조의2 제1항 제3호 가목을 적용하면 청구인은 ◎◎◎◎해양등의 임원에 대한 임면권의 행사 등을 통하여 사실상의 영향력을 행사하고 있는 자에 해당한다고 보기 어렵고,상증세법 시행령 제12조의2 제1항 제3호 나목을 적용하면 본인이 속한 기업집단과 해당 기업의 임원에 대한 임면권의 행사 등을 통하여 그 경영에 관하여 사실상의 영향력을 행사하고 있는 자에 해당한다고 보기 어려우므로 처분청이 청구인을 ◎◎◎◎해양등의 특수관계인으로 보아 증여세를 과세한 이 건 처분은 잘못이 있음","일감몰아주기, 특수관계, 납세의무자, 쌍방, 일방","상속세 및 증여세법 제45조의3"
164285,"조심2018서0977","심판","기각","쟁점주식의 양도가액에서 법인세 미납액과 부동산 평가액 및 예금보유액을 차감하여야 한다는 청구주장의 당부","주식매매협약서 및 당사자 간 체결된 협정서를 보면 쟁점주식과 위 주주들이 보유한 주식 5,000주의 평가액, 위 부동산의 평가액 및 예금보유액을 합한 금액을 위 주식 5,000주의 매매가액으로 하기로 한 점 등에 비추어 볼 때 매매가액에서 쟁점금액을 차감한 금액을 쟁점주식의 양도가액으로 보기는 어려우므로 이 건 처분은 달리 잘못 없음","양도가액, 주식 양도, 법인세 미납액, 부동산 평가액, 예금보유액","소득세법 제88조"
164284,"조심2017중2856","심판","취소","쟁점주식 발행법인의 대표이사가 동 법인으로부터 자기주식을 취득한 경우 상장에 따른 이익에 대한 증여세를 과세한 처분의 당부","「상법」상 회사는 원칙적으로 자기주식의 취득이 제한되었을 뿐만 아니라 자기주식은 의결권이 없다고 규정하고 있는 점 등을 감안할 때, 쟁점법인이 일시적으로 자기주식인 쟁점주식을 보유하였다 하여 주주권행사의 대상이 되는 당해법인 자체를 동 법인의 주주로 보는 것은 논리적?순환론적 모순에 빠지게 되는 문제가 있는 점 등에 비추어 청구인에게 증여세를 부과한 이 건 처분은 잘못이 있다고 판단됨","상장이익, 최대주주, 자기주식","상속세 및 증여세법 제41조의3"
164283,"조심2016서1525","심판","기각","중국에서 납부된 쟁점원천징수세액이「법인세법」상 외국납부세액으로 공제가능한지 여부","청구법인이 중국에서 쟁점수수료를 지급받고 이자소득으로 원천징수되었다면 이는 중국 과세당국이 조세조약에 위배되게 징수한 것이므로 적법하게 납부한 세액으로 보기 어려우며 「한?중 조세조약」제22조에 따라 적정하게 납부된 세액이 아닌 경우에는 「법인세법」제57조에 따른 외국법인세액에 해당된다고 보기 어려우므로 청구주장을 받아들이기 어려움","외국납부세액공제, 상호합의, 기타소득, 원천징수","법인세법 제57조 / 법인세법 시행령제94조"
164282,"조심2018서1633","심판","기각","청구법인이 수취한 매입세금계산서를 사실과 다른 세금계산서로 본 처분과 관련하여, 청구법인이 선의의 거래당사자에 해당한다는 청구주장의 당부 등","청구법인은 사업자간 거래에 있어 통상적으로 주고받는 서류 등을 확인하는데 그쳤을 뿐, 실제 사업자 여부를 구체적으로 확인하였다고 인정할 만한 사정이 없으므로, 청구법인이 선의의 거래당사자로 인정될 정도의 주의의무를 다했다고 보기 어려움","선의의 거래당사자, 위장, 사실과 다른 세금계산서, 세금계산서불성실가산세, 중복조사, 재조사","부가가치세법 제39조"
164281,"조심2018부0608","심판","기각","재산세 부과자료에 근거하여 쟁점토지를 사업용 토지로 보아 양도소득세를 신고?납부한 것에 대하여 가산세를 감면할 정당한 사유가 있다는 청구주장의 당부","쟁점토지를 포함한 전체토지는 공부상 대지이고, 양도일 이전에 3번의 공동주택 모델하우스인 가설건축물의 부속토지로 사용한 기간이 사업용토지의 기간기준에 충족하지 않는 점, 청구인은 쟁점토지의 소유자로서 관할구청 등에 가설건축물의 설치 및 철거일자 등의 확인이 가능하였음에도 이에 대한 확인의무를 다하지 아니하였으므로 의무해태를 탓할 수 없는 정당한 사유가 있다고 보기 어려운 점 등에 비추어 청구주장을 받아들이기 어려움","재산세, 비사업용토지, 모델하우스, 가설건축물, 사업용토지, 별도합산, 종합합산","국세기본법 제48조"
164280,"조심2018중1905","심판","기각","청구인의 증여재산가액을 쟁점토지의 매매가액인 /*355백만*/원에서 쟁점차입금을 차감한 /*155백만*/원으로 보아야 한다는 청구주장의 당부","금융거래내역을 통하여 청구인의 누나와 모친이 청구인을 대신하여 양도자에게 계약금 및 잔금을 지급한 사실이 확인되는 점, 쟁점차입금을 통상적인 금전소비대차로 인정하기 어려운 점, 쟁점금액 증여 당시 청구인에게 조세를 회피할 의도가 없었다는 사정은 증여세의 신고?납세의무를 탓할 수 없는 정당한 사유로 보기 어려운 점 등에 비추어 청구주장을 받아들이기 어려움","소비대차, 재차증여, 직계존속","상속세 및 증여세법 제4조"
164279,"조심2015중3472","심판","재조사","쟁점후순위이자율은 시가에 해당할 뿐만 아니라 쟁점후순위차입거래가 건전한 사회통념이나 상관행에 비추어 경제적 합리성을 결한 비정상적인 거래에 해당한다고 볼 수 없으므로 부당행위계산부인 규정을 적용할 수 없다는 청구주장의 당부","보장기준통행료 수입감소로 인한 채권의 위험성이 없다고 단정할 수 없어 회사고유위험 프리미엄(2.63%)를 감안하여야 할 것으로 보이는 반면, 처분청은 청구법인이 산정한 회사고유위험 프리미엄 등 2.63%가 후순위차입금을 회수하지 못할 가능성이 없어 배제되어야 한다는 의견인바, 쟁점후순위이자율이 적정한지 확인이 필요해 보이므로 쟁점후순위이자율의 적정성 여부를 재조사하여 그 결과에 따라 과세표준과 세액을 경정하는 것이 타당함","후순위이자율, 위험프리미엄","법인세법 제52조 / 법인세법 시행령제87조 / 법인세법 시행령제88조"
164278,"조심2018전1624","심판","기각","청구인이 쟁점토지를 직접 자경하지 않아「소득세법」상 비사업용토지에 해당하는 것으로 보아 그 양도소득의 과세표준 산정시 장기보유특별공제를 적용하지 아니한 처분의 당부","청구인은 쟁점토지에 관상수 등을 직접 식재?관리하였다는 주장과 함께 관련자들의 확인서 등을 제출하고 있으나 이러한 증빙들로는 청구인이 쟁점토지에서 농작업의 2분의 1이상을 자기의 노동력에 의하여 경작 또는 재배하였다는 사실이 구체적으로 입증되었다고 보기 어렵고, 수목매매계약서 등은 쟁점토지가 양도되기 전에 쟁점토지에 나무가 식재되어 있었던 사실 등을 나타내는 것이지만 이를 근거로 청구인이 쟁점토지를 직접 자경하였다는 사실까지 입증하였다고 인정하기 어렵다고 보이는 점 등에 비추어 청구주장을 받아들이기 어려움","비사업용토지, 관상수, 자경,","소득세법 제104조의3"
164277,"조심2018중0731","심판","재조사","청구인의 개인계좌에 입금된 쟁점금액을 쟁점사업장의 매출누락 금액으로 보아 부가가치세 및 종합소득세를 부과한 처분의 당부","처분청은 청구인의 계좌로 쟁점금액이 입금된 사실 외에는 동 금액이 쟁점사업장의 매출이라는 객관적 증거를 제시하지 못하고 있는 것으로 보이는 점, 청구인은 어음의 양도 및 잔액의 수취를 통해 쟁점사업장과 쟁점거래처간의 매입대금을 포함한 금전관계를 처리하였을 가능성이 높아 보이는 점 등을 종합하면 이 건 처분은 쟁점사업장과 쟁점거래처의 구체적인 거래 관계를 재조사하여 쟁점금액 중 쟁점사업장의 매출누락액임이 객관적으로 확인되는 부분에 한하여 과세하는 것이 타당함","매출누락, 소비대차","국세기본법 제16조"
164276,"조심2017서5177","심판","취소","쟁점신축주택 양도 당시의 조특법 제99조의3 규정에 따라 쟁점신축주택의 양도소득금액 전부를 양도소득세 감면대상금액으로 하여야 하는지 여부 등","쟁점신축주택의 양도가 조특법 제99조의3 적용대상이고 쟁점신축주택이 같은 법 시행령 제98조의3 제1항 각 호에 따른 신축주택에 해당하지 않는 점, 쟁점신축주택 양도 당시의 조특법 시행령(2016.2.5. 대통령령 제26959호로 개정된 것) 제99조의3 제2항 제2호에 규정된 계산식에 따라 감면대상 양도소득금액을 계산하면 쟁점신축주택의 양도소득금액 전액이 감면대상이 되는 점 등에 비추어 처분청이 청구인의 양도소득세 경정청구를 거부한 처분은 잘못이 있다고 판단됨","신축주택, 5년, 종전주택, 재개발, 재건축, 양도당시, 취득당시","조세특례제한법 제99조의3"
164275,"조심2017중2982","심판","각하","이 건 심판청구가 적법한지 여부","2014년 귀속 양도소득세의 납세의무자는 명의수탁자인 OOO이므로 동 세액의 취소로 발생한 국세환급금에 대한 환급청구도 OOO이 할 수 있는 점, 처분청이 청구인에게 위 증여세의 결정?환급을 하면서 납세고지서를 송달하지 아니하였고 오히려 그 결정시 위 양도소득세액을 기납부세액으로 공제하여 청구인에게 그 차액을 환급하였으므로 청구인에게 증여세의 결정과 관련하여 불이익한 처분이 존재한다고 보기 어려운 점 등에 비추어 청구인의 권리나 이익이 침해당하였다고 보기 어렵고 청구인에게 OOO에 대한 양도소득세의 취소로 인한 국세환급금의 환급을 구할 청구적격이 없으므로 부적법한 심판청구로 판단됨","환급청구권, 충당, 청구적격","국세기본법 제55조"
164274,"조심2018서0591","심판","기각","청구인의 쟁점사업장 개업은 사업의 포괄양수도에 해당하지 않는다는 청구주장의 당부 등","청구인은 업종은 물론 그 내?외관 및 메뉴 사항 등도 사실상 전사업장과 거의 동일한 상태로 쟁점사업장을 운영한 것으로 보이는 점, 매입세금계산서 및 매입계산서상 쟁점사업장과 전사업장의 주요 거래처가 거의 동일한 점, 쟁점사업장은 전사업장의 지원 대다수를 그대로 승계한 것으로 나타나는 점 등에 비추어 실질적으로 청구인은 전 사업자로부터 전사업장을 포괄양수한 것으로 보이는 점 등에 비추어 쟁점사업장은 일반과세자로 보는 것이 타당하다고 판단됨","사업양도, 사업양수, 포괄양수도, 간이, 일반과세, 사업자등록","부가가치세법 제61조"
